visit_id,visit_duration,Variation
181622217_92279390139_809560,0 days 00:00:51,Test
181649908_96058081552_867740,0 days 00:01:27,Control
181661441_31446288613_271233,0 days 00:00:30,Control
181668148_93596324266_225190,0 days 00:01:16,Test
181683893_72371516492_462072,0 days 00:01:12,Control
181693949_224282611_103688,0 days 00:05:00,Control
181714670_96337778380_2759,0 days 00:09:09,Test
181722499_44772073529_772502,0 days 00:00:00,Test
181736037_81895712374_176883,0 days 00:00:00,Test
181752774_6888916491_107428,0 days 00:00:00,Control
181782742_99240977467_319485,0 days 00:00:15,Control
18179497_1371143690_414511,0 days 00:02:44,Test
181802749_99420301520_411999,0 days 00:00:00,Test
181816838_27482268153_810745,0 days 00:22:27,Control
181821661_84233061685_581622,0 days 00:08:39,Control
181842690_48657114014_291843,0 days 00:00:00,Control
181849003_34917792133_516123,0 days 00:00:54,Control
181850767_18064515268_300205,0 days 00:00:20,Control
181877987_92096774843_786228,0 days 00:10:13,Test
181895384_42256551894_733148,0 days 00:01:21,Test
181902046_97116473843_790428,0 days 00:02:01,Control
18191731_31295019663_934794,0 days 00:07:02,Test
181928327_42623662510_148993,0 days 00:03:21,Test
181947920_4694772333_870745,0 days 00:03:08,Test
181951522_40147095085_235971,0 days 00:02:29,Control
181958719_47249081305_59575,0 days 00:02:51,Control
181993433_68060725570_222641,0 days 00:02:12,Test
182025001_78346884414_485762,0 days 00:03:35,Control
182036087_66374027496_795642,0 days 00:00:00,Test
18203692_10822752856_717506,0 days 00:02:38,Test
182051004_31614887489_380644,0 days 00:04:17,Test
182055425_88226378713_978704,0 days 00:00:00,Control
182062871_25472326196_776738,0 days 00:02:54,Test
182069199_77715032778_929147,0 days 00:09:51,Test
182076881_56867420919_837912,0 days 00:15:02,Test
182077583_80045928053_335485,0 days 00:00:00,Test
1820794_43197295326_795530,0 days 00:04:26,Test
1821520_37629249139_856819,0 days 00:00:00,Test
182187071_1727321542_349803,0 days 00:07:19,Test
182199919_53905121013_421235,0 days 00:00:57,Control
182200970_56852152530_666167,0 days 00:08:39,Control
182204425_54365624218_298066,0 days 00:02:52,Test
182205805_11814331162_111757,0 days 00:01:18,Test
182208662_48386367568_375427,0 days 00:00:00,Control
182263630_69200217070_147512,0 days 00:00:59,Test
182271865_94317651194_746649,0 days 00:02:20,Control
182296503_54751334529_40944,0 days 00:06:40,Test
18230264_6711619493_86790,0 days 00:08:05,Test
182310636_12052988996_361634,0 days 00:05:05,Test
182335108_79497416083_170463,0 days 00:00:00,Test
182335128_17195063797_69213,0 days 00:01:23,Test
182337910_33961655712_883892,0 days 00:01:11,Test
182345789_519812246_831387,0 days 00:05:25,Control
182360639_53610974163_230534,0 days 00:14:49,Test
182395656_95573894987_366032,0 days 00:02:07,Control
182405753_40277347353_24527,0 days 00:00:23,Control
182424299_77467003388_223615,0 days 00:00:00,Test
182431697_81484061893_823600,0 days 00:00:20,Test
182466971_77019699454_198155,0 days 00:04:59,Control
182482403_95909301359_499815,0 days 00:02:54,Test
182482777_61944175704_923444,0 days 00:03:38,Test
182502881_16546357031_767557,0 days 00:00:28,Control
182510587_17168721209_173837,0 days 00:04:49,Control
18251435_65408995505_721587,0 days 00:02:37,Control
18252586_75477120255_194121,0 days 00:16:52,Test
182533175_51312153339_302726,0 days 00:08:38,Test
18253705_5882419507_546356,0 days 00:01:49,Test
182568226_28747864715_875726,0 days 00:05:19,Control
182571208_52000604990_846637,0 days 00:01:04,Control
182573578_20239214953_24331,0 days 00:02:48,Control
182585589_39863377638_573042,0 days 00:00:13,Control
182604601_29162300220_124473,0 days 00:00:15,Test
182608455_53672066758_239844,0 days 00:00:00,Control
182619679_4728818498_489792,0 days 00:04:00,Test
182631567_73076949442_75796,0 days 00:07:30,Test
182654043_52125918569_191662,0 days 00:04:45,Test
182662163_2387271366_897943,0 days 00:02:43,Control
182678799_77464665027_168399,0 days 00:06:37,Control
182689325_4879912539_981374,0 days 00:10:40,Control
182696069_95350548489_727376,0 days 00:01:41,Test
182697929_11627509251_450762,0 days 00:02:29,Test
182712524_34689432454_484685,0 days 00:01:41,Control
182717000_80376931603_702507,0 days 00:00:11,Test
182723364_27031318473_880901,0 days 00:00:08,Test
182737459_36290631565_679485,0 days 00:00:00,Control
182740365_84016655060_527063,0 days 00:00:00,Test
182752000_50560487402_311480,0 days 00:04:17,Test
182752272_9953952323_418184,0 days 00:00:00,Control
182752626_40577200819_465860,0 days 00:07:25,Test
182754100_99358869730_470756,0 days 00:00:00,Control
182768686_44162548684_209478,0 days 00:01:38,Control
182786453_8506899341_652506,0 days 00:01:54,Test
182793428_66576611513_232377,0 days 00:08:11,Test
182795682_67874379295_452186,0 days 00:03:05,Test
182819480_50912084090_759484,0 days 00:03:29,Test
182827997_62387183914_166428,0 days 00:02:53,Control
182831315_15223620430_691844,0 days 00:12:54,Control
182837564_97540101296_964687,0 days 00:01:37,Control
182839965_11692971131_715457,0 days 00:04:12,Test
182877793_32315658374_94614,0 days 00:00:00,Test
182886070_15163174241_44935,0 days 00:05:34,Test
182896191_17116987288_797067,0 days 00:04:37,Control
182901680_6933455704_601522,0 days 00:00:00,Test
182915592_94646720267_817176,0 days 00:09:07,Test
182916198_5085520034_704386,0 days 00:00:00,Test
182924404_13139521557_141665,0 days 00:01:18,Control
182925466_27021409208_83502,0 days 00:00:00,Control
182941521_72467655621_412855,0 days 00:00:00,Control
182945561_84009626902_348637,0 days 00:02:23,Test
182967015_68871814948_313908,0 days 00:05:42,Test
182982183_91387141620_492987,0 days 00:05:21,Test
182992871_70666657461_607696,0 days 00:00:00,Control
183001930_45684135313_733764,0 days 00:01:34,Control
183004809_39604870600_571170,0 days 00:00:00,Test
183006917_15664993475_884338,0 days 00:02:25,Test
183030096_10176108652_854639,0 days 00:11:03,Control
183041949_37699085500_233612,0 days 00:00:00,Control
183054821_76637287586_992661,0 days 00:00:00,Test
183063316_91440728851_945868,0 days 00:00:00,Test
183082360_21981386940_560102,0 days 00:52:52,Control
183083432_90171008811_539787,0 days 00:17:18,Control
183090852_91613271991_97785,0 days 00:03:24,Test
183102404_88319430282_382981,0 days 00:05:11,Control
183116161_79564415749_726013,0 days 00:00:06,Test
183125304_98976370867_581555,0 days 00:04:40,Test
183129563_6804462507_707861,0 days 00:02:53,Control
183131002_59922711007_723179,0 days 00:01:38,Control
183140897_9382261190_973385,0 days 00:22:00,Control
183154269_62927602300_317145,0 days 00:03:56,Test
183250574_96397785592_609291,0 days 00:00:00,Control
183278239_73739267602_576753,0 days 00:00:00,Test
183286673_24748189807_479892,0 days 00:01:51,Test
183292507_73944340565_550585,0 days 00:00:00,Test
183301950_24001681162_509234,0 days 00:02:35,Control
183307520_71887462794_598218,0 days 00:00:18,Control
18331133_75085389597_311839,0 days 00:06:01,Test
183331078_61808612993_297917,0 days 00:06:01,Control
183331164_36484373751_262702,0 days 00:03:07,Control
183332764_69186788602_813179,0 days 00:00:09,Control
18333585_76852995086_270441,0 days 00:01:15,Control
1833382_32713650237_235686,0 days 00:02:32,Test
183339362_59920801749_41719,0 days 00:00:00,Test
18334755_25477906125_821665,0 days 00:13:32,Control
183348023_38096988753_403343,0 days 00:03:42,Test
183367159_30531569871_378260,0 days 00:00:13,Control
183374240_34664969722_575792,0 days 00:02:51,Control
183376709_40774350633_66138,0 days 00:03:01,Test
183384245_68870923125_637403,0 days 00:18:24,Test
183401494_49299728561_173035,0 days 00:04:24,Test
1834085_37416246026_967473,0 days 00:07:02,Control
183442101_59440310575_441971,0 days 00:07:13,Test
183450510_70353144882_486315,0 days 00:03:58,Test
183465205_42721881558_116332,0 days 00:01:55,Test
183466630_1338772247_719371,0 days 00:07:11,Test
183495495_88071665840_925664,0 days 00:08:02,Test
183512273_13134051799_848434,0 days 00:00:56,Test
183522859_64597730509_425860,0 days 00:00:04,Control
183532732_4421171813_183251,0 days 00:25:46,Test
183536268_39322803055_75911,0 days 00:00:26,Test
183540987_35530821639_613406,0 days 00:00:57,Test
183574736_19314891204_793462,0 days 00:07:15,Test
183615315_48663746973_377198,0 days 00:01:33,Control
183653988_22378636093_955763,0 days 00:10:23,Control
183663358_36499624081_575894,0 days 00:01:05,Control
18366506_560082339_510165,0 days 00:00:00,Test
183673648_71552369383_685923,0 days 00:04:41,Test
183697858_79810349733_672773,0 days 00:04:07,Control
183722823_46990187642_270885,0 days 00:00:00,Test
183733411_45100662038_252867,0 days 00:02:51,Control
183767532_37209339358_28719,0 days 00:00:35,Control
183775934_78525569914_521770,0 days 00:04:46,Control
183783520_44702578193_351726,0 days 00:17:58,Control
183791841_53917051377_882885,0 days 00:06:04,Test
183827540_52749154899_389228,0 days 00:02:02,Test
18384292_75812695209_475094,0 days 00:06:36,Control
183845897_97595362115_180581,0 days 00:16:36,Control
183851519_79138953962_597111,0 days 00:02:03,Test
183890447_12588201386_980832,0 days 00:02:02,Test
183896514_46132778513_999591,0 days 00:02:50,Control
183906809_42745780494_916691,0 days 00:04:23,Control
183908220_63182847843_478416,0 days 00:34:35,Control
183908665_71069637312_600010,0 days 00:12:39,Control
183914596_47854585466_576190,0 days 00:00:00,Control
183942409_57414814830_198579,0 days 00:01:25,Test
183963300_17584705981_937548,0 days 00:00:00,Control
183975404_21542833251_279865,0 days 00:02:26,Control
183978670_41945810705_366318,0 days 00:00:52,Control
183987906_42698172667_907850,0 days 00:01:48,Test
183988984_24497137328_800090,0 days 00:07:32,Control
183989404_4708553852_821258,0 days 00:02:23,Test
183989797_35172202354_7155,0 days 00:00:10,Test
184009316_97965287539_497528,0 days 00:01:35,Test
184016371_99685775244_664821,0 days 00:03:13,Test
1840167_57701378584_85624,0 days 00:06:05,Test
184017324_18118286307_316986,0 days 00:00:12,Control
184025662_78367148979_34382,0 days 00:00:25,Control
184030505_85548482695_603537,0 days 00:03:59,Control
184035576_34788727758_336127,0 days 00:12:18,Test
18405760_43594707020_195557,0 days 00:00:24,Test
184070196_42813692196_184478,0 days 00:03:17,Test
184079127_98705515498_623384,0 days 00:04:09,Control
18408349_35927636008_168707,0 days 00:01:40,Test
184086078_33865528723_764898,0 days 00:16:13,Test
184089618_80969809739_561873,0 days 00:00:00,Control
184091091_26445244705_317331,0 days 00:15:23,Control
184104173_59469873341_16136,0 days 00:00:00,Control
184110127_69838856450_996456,0 days 00:02:20,Test
184132936_98120728803_223392,0 days 00:00:00,Control
184133930_18065794593_684453,0 days 00:21:16,Control
184184959_89585485167_13467,0 days 00:04:51,Control
184188212_42348855984_745609,0 days 00:02:44,Test
184213921_48986893847_957682,0 days 00:06:37,Control
184218420_12226963290_470269,0 days 00:01:01,Test
184228204_33554267108_855565,0 days 00:01:00,Control
184232884_45002684087_167614,0 days 00:06:44,Control
184259282_82910049257_311831,0 days 00:00:00,Control
184266179_64878013258_283527,0 days 00:00:00,Control
184275238_68427765080_332050,0 days 00:00:13,Test
184281445_38179175980_449711,0 days 00:11:51,Test
184283148_91956994202_696161,0 days 00:06:09,Test
184317640_98705325742_196131,0 days 00:06:04,Control
184375693_96325495728_709231,0 days 00:01:49,Test
184384158_33378986453_512268,0 days 01:44:05,Test
18440768_80111862421_4335,0 days 00:04:48,Control
184412229_82285895778_30583,0 days 00:03:23,Test
184452649_25383873480_444457,0 days 00:11:34,Test
184461138_54743285988_96314,0 days 00:00:21,Control
184470275_33002440973_579255,0 days 00:12:48,Control
18447748_79063286906_60153,0 days 01:04:15,Test
18449209_78319730774_703846,0 days 00:00:00,Test
184496383_58789001165_35996,0 days 00:21:31,Test
184497017_23903326511_931410,0 days 00:02:46,Test
184558489_34491306615_313125,0 days 00:01:32,Test
184563584_67830318661_640881,0 days 00:00:05,Control
184566346_78210434399_920666,0 days 00:33:21,Test
184572459_47189235913_303480,0 days 00:00:00,Control
184575469_34935531880_602849,0 days 00:00:00,Control
184586102_78834247258_726297,0 days 00:00:37,Test
184591692_74609234115_713149,0 days 00:00:00,Control
184598481_96732412520_520084,0 days 00:06:53,Test
184599636_84603666360_529916,0 days 00:00:00,Test
184599968_39688127873_773646,0 days 00:00:00,Control
18461640_29047437270_245666,0 days 00:11:55,Control
184639894_33194848733_641025,0 days 00:02:50,Test
18467061_61705897442_546316,0 days 00:02:45,Test
18467135_49932767316_466034,0 days 00:00:07,Test
184672584_36178229617_214249,0 days 00:15:30,Control
18468062_75610484977_30459,0 days 00:00:34,Control
184690080_96530756890_304727,0 days 00:18:01,Control
184716499_33515090553_646494,0 days 00:10:03,Test
184721612_38471727033_45691,0 days 00:00:00,Control
184745315_85436903724_293326,0 days 00:09:10,Control
184771570_39581844785_359007,0 days 00:01:42,Test
184868854_68087329497_326066,0 days 00:00:00,Test
184886859_71392746512_855850,0 days 00:00:34,Control
184892649_47490676288_197835,0 days 00:02:59,Control
184929522_43207619470_39029,0 days 00:08:08,Test
184941375_84789009397_638365,0 days 00:01:12,Control
184943571_51860055222_342153,0 days 00:02:51,Test
184946014_9349908605_541279,0 days 00:00:00,Control
184958188_62705819287_313757,0 days 00:00:00,Control
184977568_31653004312_958940,0 days 00:36:43,Test
185005165_68721497802_739619,0 days 00:00:00,Control
185019450_1153130944_22446,0 days 00:00:00,Test
185053391_19084835128_632604,0 days 00:11:55,Control
185054822_54369612189_451524,0 days 00:08:35,Test
18510463_70559470236_423063,0 days 00:00:00,Test
185106137_1745046699_639997,0 days 00:02:46,Control
18511119_83966222140_425626,0 days 00:18:18,Control
185111488_43009277728_577199,0 days 00:00:00,Test
185140992_1477467229_246231,0 days 00:05:36,Control
185146124_92434949470_345074,0 days 00:37:57,Test
185149396_81964137522_433436,0 days 00:01:02,Control
185164000_42586968064_903412,0 days 00:00:00,Test
185181273_92916174788_341251,0 days 00:03:06,Control
185200598_57526109661_536593,0 days 00:02:34,Test
185209331_43109084179_364604,0 days 00:02:07,Control
18522040_72032720345_235206,0 days 00:03:53,Control
185222830_35935256430_304873,0 days 00:02:37,Control
185240119_56489265937_951599,0 days 00:00:54,Control
185250030_20560658777_538642,0 days 00:01:40,Test
185255909_22440110316_48936,0 days 00:03:11,Test
185268667_95016899507_161366,0 days 00:07:35,Test
185296733_99019918042_390371,0 days 00:09:38,Control
185306873_87577219746_73189,0 days 00:19:12,Test
185311349_39490295040_937823,0 days 00:03:09,Test
185312942_93126567522_986009,0 days 00:00:00,Control
185331980_9923256369_743792,0 days 00:02:08,Control
185340127_30778451278_103338,0 days 00:16:32,Test
185377695_59416159616_851755,0 days 00:06:41,Control
185378321_28812164479_243754,0 days 00:06:16,Control
185392775_9235905130_90037,0 days 00:00:00,Test
1853963_13317879959_484578,0 days 00:01:58,Control
18539969_97274121889_119850,0 days 00:00:00,Control
185406266_85786327255_834125,0 days 00:31:18,Control
185413713_14476934646_902643,0 days 00:21:24,Test
185418881_39555940734_73105,0 days 00:01:59,Test
185435782_26952420423_415232,0 days 00:00:00,Test
185436141_63480323539_897928,0 days 00:04:35,Test
185446828_10571915136_700714,0 days 00:00:00,Control
185452204_93847756600_158389,0 days 00:01:36,Test
185454483_59929678034_224472,0 days 00:00:40,Control
185493413_90563684083_270219,0 days 00:01:21,Control
185498159_44267947073_849990,0 days 00:05:49,Test
185500855_42287524776_569869,0 days 00:05:20,Test
18552347_73855051217_737030,0 days 00:05:22,Test
18554984_29706125923_409337,0 days 00:05:11,Test
185574435_98078202722_139000,0 days 00:00:25,Control
185574748_40722562565_848855,0 days 00:06:20,Control
185597420_83120438361_74545,0 days 00:01:14,Control
185598197_55620958934_905143,0 days 00:02:59,Control
185603376_87185376185_479702,0 days 00:18:55,Control
185636122_66213139474_407769,0 days 00:06:42,Control
185637571_23966508651_159669,0 days 00:00:16,Test
185650553_25276275828_353294,0 days 00:00:24,Test
185656683_57779283370_316040,0 days 00:11:27,Test
18566334_9704754316_75464,0 days 00:02:18,Control
185666696_26439939458_933696,0 days 00:03:31,Test
185716042_27761906629_561275,0 days 00:23:33,Control
185739972_5343192097_163905,0 days 00:00:36,Control
185760901_48408535808_831959,0 days 00:03:14,Test
18576240_29179773489_327089,0 days 00:10:27,Control
185764628_25134057969_835818,0 days 00:00:00,Control
